band_id,genre,song_id,date,loudness,length,energy,copies_sold
1154,Neoclassicalwave,9336,2018-01-04,77,2.3487118060003103,83,0.20946265633214917
1154,Neoclassicalwave,9336,2018-01-04,77,2.3487118060003103,83,0.20946265633214917
405,Trip-pop,3227,2018-01-15,104,2.9005566301588472,164,0.7402482712381239
405,Trip-pop,3227,2018-01-15,104,2.9005566301588472,164,0.7402482712381239
1,Folktronica,1,2018-01-26,91,4.787632449685558,172,0.09622747296383229
1,Folktronica,1,2018-01-26,91,4.787632449685558,172,0.09622747296383229
208,Gothicsynth,1646,2018-02-04,106,1.8066883382035477,NA,0.2388845966187208
208,Gothicsynth,1646,2018-02-04,106,1.8066883382035477,NA,0.2388845966187208
690,Folktronica,5533,2018-02-14,139,4.562164885009038,162,0.6001983728319358
1375,Folktronica,11004,2018-02-14,100,4.462510521726179,156,1.037387597268533
690,Folktronica,5533,2018-02-14,139,4.562164885009038,162,0.6001983728319358
1375,Folktronica,11004,2018-02-14,100,4.462510521726179,156,1.037387597268533
1082,Folktronica,8715,2018-02-26,105,6.8955898780279465,150,0.820088252785925
1082,Folktronica,8715,2018-02-26,105,6.8955898780279465,150,0.820088252785925
446,Chillgaze,3581,2018-03-06,92,4.339457096367043,111,0.251051134764528
446,Chillgaze,3581,2018-03-06,92,4.339457096367043,111,0.251051134764528
507,Folktronica,4029,2018-03-07,70,1.9930764886897436,145,1.4815167490125112
507,Folktronica,4029,2018-03-07,70,1.9930764886897436,145,1.4815167490125112
845,Gothicsynth,6809,2018-04-01,99,4.122072194609654,NA,0.11843083883658144
845,Gothicsynth,6809,2018-04-01,99,4.122072194609654,NA,0.11843083883658144
1420,Psychedelictrance,11351,2018-04-24,81,2.946882414011709,112,1.8617430191738855
1420,Psychedelictrance,11351,2018-04-24,81,2.946882414011709,112,1.8617430191738855
1291,Folktronica,10365,2018-04-26,67,1.2768594505648063,157,1.2436937505845476
1291,Folktronica,10365,2018-04-26,67,1.2768594505648063,157,1.2436937505845476
76,Folktronica,607,2018-05-04,97,5.139648584387993,95,0.7519415059009715
76,Folktronica,607,2018-05-04,97,5.139648584387993,95,0.7519415059009715
1236,Folktronica,9962,2018-05-05,70,3.1528083875231045,166,0.5421790261278235
1236,Folktronica,9962,2018-05-05,70,3.1528083875231045,166,0.5421790261278235
1422,Folktronica,11375,2018-05-29,99,4.300807597301616,129,0.7020167467281568
1422,Folktronica,11375,2018-05-29,99,4.300807597301616,129,0.7020167467281568
360,Folktronica,2863,2018-05-30,96,2.21702964407781,190,1.4972321717090078
360,Folktronica,2863,2018-05-30,96,2.21702964407781,190,1.4972321717090078
296,Gothicsynth,2326,2018-06-24,85,3.6756987897015536,137,1.5775681915227813
296,Gothicsynth,2326,2018-06-24,85,3.6756987897015536,137,1.5775681915227813
575,Psychedelictrance,4579,2018-07-04,68,3.273585364259396,113,0.5664482842331768
575,Psychedelictrance,4579,2018-07-04,68,3.273585364259396,113,0.5664482842331768
1208,Folktronica,9761,2018-07-16,74,5.35009522402097,NA,0.1425596550009591
1208,Folktronica,9761,2018-07-16,74,5.35009522402097,NA,0.1425596550009591
1145,Folktronica,9257,2018-07-22,93,5.280028420621647,150,0.4426074317120357
1145,Folktronica,9257,2018-07-22,93,5.280028420621647,150,0.4426074317120357
59,Folktronica,459,2018-07-29,67,7.385580651141224,151,0.32888856385956405
59,Folktronica,459,2018-07-29,67,7.385580651141224,151,0.32888856385956405
944,Gothicsynth,7603,2018-07-30,103,1.2036121022656112,NA,0.12236844409597028
944,Gothicsynth,7603,2018-07-30,103,1.2036121022656112,NA,0.12236844409597028
656,Folktronica,5227,2018-08-10,66,12.741213321547358,130,0.9894076128550162
656,Folktronica,5227,2018-08-10,66,12.741213321547358,130,0.9894076128550162
856,Folktronica,6903,2018-08-17,104,6.100645244891976,163,0.46482858109453057
856,Folktronica,6903,2018-08-17,104,6.100645244891976,163,0.46482858109453057
541,Folktronica,4306,2018-09-21,101,3.523600138920661,NA,0.04975967956978852
541,Folktronica,4306,2018-09-21,101,3.523600138920661,NA,0.04975967956978852
987,Folktronica,7933,2018-09-22,68,3.0813472453266404,166,2.6525909460817867
987,Folktronica,7933,2018-09-22,68,3.0813472453266404,166,2.6525909460817867
331,Folktronica,2607,2018-09-23,85,3.2494969320648903,133,0.9778385305442364
